0
884
1187
639
935
601
676
465
601
601
601
1122
601
601
601
758
601
601
601
601
645
900
601
601
601
869
603
463
1038
437
601
923
1036
824
941
914
601
601
601
601
601
935
601
556
895
601
601
1070
1081
459
670
1081
616
638
1123
297
662
658
1084
619
843
746
609
504
841
714
965
731
705
470
598
